player_id,name,player_name,team_name,games,minutes,actions,offensive,defensive,vaep,offensive_p90,defensive_p90,vaep_p90
26848.0,Roberto Trashorras,Roberto Trashorras Gayoso,Rayo Vallecano,36,3234,5163,7.049251634911107,-0.11050348010030575,6.938748154810801,0.19617583399567087,-0.0030752359953702896,0.1931005980003006
15602.0,Juan Carlos Valerón,Juan Carlos Valerón Santana,Las Palmas,13,417,778,0.9058971159392968,-0.01131577898922842,0.8945813369500684,0.19551736315236623,-0.0024422544581068533,0.19307510869425937
6671.0,Asier Illarramendi,Asier Illarramendi Andonegi,Real Sociedad,33,2949,3693,5.903105730270966,0.3710261883388739,6.27413191860984,0.18015582086279655,0.011323281434553628,0.19147910229735018
49433.0,Hachim Mastour,Hachim Mastour,Málaga,1,10,6,-0.0018162108026444912,0.022868434665724635,0.021052223863080144,-0.01634589722380042,0.20581591199152172,0.18947001476772132
7005.0,João Cancelo,João Pedro Cavaco Cancelo,Valencia,28,2198,2645,4.417257570428541,0.18622122140368447,4.6034787918322255,0.18087041917132335,0.007625072759932485,0.18849549193125584
6742.0,Keko,Sergio Gontán Gallardo,Eibar,29,2378,2301,4.56216395445494,0.3862127313768724,4.948376685831812,0.17266390071528367,0.01461696628423823,0.18728086699952193
6697.0,Dani Ceballos,Daniel Ceballos Fernández,Real Betis,34,2214,2906,4.472114675063873,0.08307809382677078,4.5551927688906435,0.18179327947414117,0.003377158285641089,0.18517043775978226
5687.0,Takashi Inui,Takashi Inui,Eibar,27,1682,1342,3.6507449711328372,-0.19677657730062492,3.4539683938322123,0.1953430721771435,-0.010529067750925233,0.18481400442621823
6899.0,Rubén Pardo,Rubén Pardo Gutiérrez,Real Sociedad,28,1855,2269,3.797474652355537,2.968384069390595e-05,3.797504336196231,0.18424405321401527,1.440186340944224e-06,0.1842454934003562
23802.0,Juan Muñoz,Juan Muñoz Muñoz,Sevilla,8,323,110,0.6892689147498459,-0.029493940295651555,0.6597749744541943,0.1920563539550654,-0.008218125778974118,0.1838382281760913
17054.0,Emiliano Velázquez,Emiliano Daniel Velázquez Maldonado,Getafe,11,1006,804,2.998468441568548,-0.960478868422797,2.037989573145751,0.2682526438779019,-0.08592753296028999,0.18232511091761192
6401.0,Kévin Gameiro,Kevin Gameiro,Sevilla,31,2163,1171,4.638366696579513,-0.2793481687986059,4.359018527780907,0.19299722731953592,-0.011623363472896225,0.18137386384663967
27109.0,Youssef El-Arabi,Youssef El-Arabi,Granada,35,2624,1626,5.804852500337964,-0.5357058531080838,5.2691466472298805,0.1990993616731771,-0.018374057461786414,0.1807253042113907
23791.0,Víctor Casadesús,Víctor Casadesús Castaño,Levante UD,23,1021,824,2.2442578052869067,-0.20426140597555786,2.039996399311349,0.19782879772362547,-0.01800541286758101,0.17982338485604446
6627.0,Damián Suárez,Damián Nicolás Suárez Suárez,Getafe,31,2737,3073,6.205402605160838,-0.7377045749744866,5.467698030186352,0.2040505058328372,-0.024257731730984215,0.179792774101853
19668.0,Augusto Fernández,Augusto Matías Fernández,Celta Vigo,28,2261,3103,3.5207241449388675,0.9954857676348183,4.516209912573686,0.14014381824170635,0.03962570503632625,0.17976952327803258
8234.0,Ignacio Camacho,Ignacio Camacho Barnola,Málaga,23,2093,2367,3.9018245945044328,0.2740594907081686,4.175884085212601,0.16778032178948826,0.011784689041440598,0.17956501083092885
4353.0,Aymeric Laporte,Aymeric Laporte,Athletic Club,26,2297,2576,4.998740833601914,-0.4203872929792851,4.578353540622629,0.1958583696230615,-0.016471422014860976,0.1793869476082005
